Lat,Long_,Deaths,Case_Fatality_Ratio,Cases,Deaths_Predicted,Case_Fatality_Ratio_Predicted,Cases_Predicted,Abs_Deaths,Abs_Case_Fatality_Ratio,Abs_Cases
8.460555,-11.779889,126,1.62371134020619,7760,126.00001,1.62368,7760.00002,1.00000000031741E-05,3.13402061860035E-05,2.00000022232416E-05
-9.6457,160.1562,153,0.622583926754832,24575,140.76003,0.62261,24575.00002,12.23997,2.60732451679013E-05,1.99999994947575E-05
6.877,31.307,138,0.751306620209059,18368,117.29998,0.75132,18368.00004,20.70002,1.33797909407374E-05,3.9999998989515E-05
35.8894,-5.3213,193,0.785446850073254,24572,139.37998,0.66401,22423.50004,53.62002,0.121436850073254,2148.49996
35.2923,-2.9381,170,0.67390787282962,25226,135.99998,0.67393,25225.99999,34.00002,2.21271703797488E-05,9.99999974737875E-06
57.4684,18.4867,86,0.703246381552048,12229,79.12003,0.70326,12228.99998,6.87997,1.36184479515578E-05,1.99999994947575E-05
38.861,71.2761,125,0.702799955020803,17786,114.99997,0.70276,17786.00002,10.00003,3.99550208027844E-05,1.99999994947575E-05
-8.874217,125.727539,138,0.589819207590717,23397,126.95997,0.58984,23397,11.04003,2.07924092833212E-05,0
-21.179,-175.1982,12,0.073117231294175,16412,13.8,0.07312,16412,1.8,2.76870582500977E-06,0
31.868263,-85.3871286,103,1.44662921348315,7120,43.73475,1.72685,4196.6842,59.26525,0.280220786516854,2923.3158
32.99642064,-87.1251146,108,1.38319672131148,7808,68.5714,1.85339,4827.42853,39.4286,0.470193278688525,2980.57147
32.10030533,-85.71265535,54,1.84552289815448,2926,62.66668,1.58285,5373.6667,8.66668,0.262672898154477,2447.6667
31.75300095,-86.68057478,130,2.0703933747412,6279,80.0889,1.85401,5715.66662,49.9111,0.216383374741201,563.33338
32.91360079,-85.39072749,170,1.6255498183209,10458,74.77331,1.80204,5776.73336,95.22669,0.176490181679097,4681.26664
34.17805983,-85.60638968,89,1.36148080159094,6537,78.29714,1.63207,7331.42856,10.70286,0.270589198409056,794.428560000001
32.02227341,-88.2656443,39,1.75834084761046,2218,60.45711,1.66739,4771.42862,21.45711,0.0909508476104601,2553.42862
31.68099859,-87.83548597,107,1.28838049367851,8305,70.54543,1.63468,5592.90911,36.45457,0.346299506321493,2712.09089
33.26984193,-85.85836077,90,1.80324584251653,4991,80.59998,1.90493,5415.37497,9.40002,0.10168415748347,424.374970000001
33.67679204,-85.52005899,71,1.6643225503985,4266,88.89998,1.88301,6083.74999,17.89998,0.2186874496015,1817.74999
31.43401703,-86.99320044,75,2.1713954834974,3454,81.29998,1.82022,5977.37499,6.29998000000001,0.351175483497395,2523.37499
32.93690146,-86.24847739,62,1.68845315904139,3672,77.4857,1.71955,5914.28575,15.4857,0.0310968409586059,2242.28575
31.72941803,-86.31593104,108,2.35704932343955,4582,79.99999,1.9328,5279.70003,28.00001,0.424249323439546,697.70003
31.1256789,-87.15918694,178,1.48568566897588,11981,83.33332,1.6192,6670.66666,94.66668,0.133514331024122,5310.33334
33.72076938,-87.73886638,98,1.69844020797227,5770,96.43634,1.69414,7413.27273,1.56366,0.00430020797227004,1643.27273
34.44235334,-87.84289505,150,1.28314798973482,11690,106.46664,1.51271,8881.16663,43.53336,0.229562010265184,2808.83337
31.09389027,-85.83572839,171,2.23004694835681,7668,82.47999,1.8068,5795.69996,88.52001,0.423246948356808,1872.30004
32.85504247,-87.95684022,53,2.38846327174403,2219,61.74544,1.84134,4305.63637,8.74544,0.547123271744029,2086.63637
32.76039258,-87.63284988,110,1.97344815213491,5574,60.79997,1.81481,4292.79999,49.20003,0.158638152134912,1281.20001
31.51148016,-85.24267944,79,1.40269886363636,5632,52.29473,1.71641,4111.63162,26.70527,0.313711136363636,1520.36838
33.77995024,-88.09668032,71,1.54013015184382,4610,97.73334,1.53287,8197.24997,26.73334,0.00726015184381801,3587.24997
34.52041498,-87.31069453,180,1.96206671026815,9174,94.43498,1.56338,8910.90742,85.56502,0.398686710268149,263.09258
32.1597283,-86.65158371,80,2.48988484282602,3213,67.20004,1.87117,4610.72724,12.79996,0.618714842826019,1397.72724
32.38759944,-85.69267724,90,1.8,5000,67.65712,1.54005,5853.85719,22.34288,0.25995,853.85719
32.24767634,-87.78796182,115,1.93733153638814,5936,60.07271,1.82772,4290.72728,54.92729,0.10961153638814,1645.27272
34.13697363,-87.88704173,157,1.59877800407332,9820,101.81815,1.60201,8093.09091,55.18185,0.00323199592668089,1726.90909
31.56729412,-87.36995001,87,1.34862811967137,6451,73.51997,1.73006,5567.69997,13.48003,0.381431880328631,883.300029999999
32.64048341,-87.29770589,49,1.89481825212684,2586,61.8,1.90378,4240.62496,12.8,0.00896174787316295,1654.62496
33.28094866,-88.08818103,120,1.94710368327113,6163,77.10768,1.72384,5910.07696,42.89232,0.223263683271134,252.923040000001
31.80396383,-85.9408295,141,1.56649261193201,9001,71.19999,1.67574,5428.24999,69.80001,0.109247388067992,3572.75001
33.29526734,-85.45708831,78,1.2464046021093,6258,86.71998,1.94594,5722.09998,8.71998000000001,0.6995353978907,535.900020000001
32.28725256,-85.18415324,100,0.794533608771651,12586,48.71274,1.75043,4492.27277,51.28726,0.955896391228349,8093.72723
32.59117397,-88.19916205,55,1.81219110378913,3035,64.06667,1.88315,4329.41671,9.06667,0.0709588962108732,1294.41671
31.4092794,-88.20689944,60,1.39990667288847,4286,63.02224,1.54135,5418.66665,3.02224,0.141443327111526,1132.66665
31.98773215,-87.30891118,48,1.35059088351154,3554,75.06665,1.84386,5344.41668,27.06665,0.493269116488464,1790.41668
34.15030532,-87.37325922,140,1.53744783659126,9106,107.77142,1.6038,8474.2857,32.22858,0.0663521634087418,631.714300000003
55.32222414,-161.9722021,5,0.378501135503407,1321,4.00001,0.37852,1321.00002,0.99999,1.88644965934959E-05,1.99999999495049E-05
52.3233,-174.1596,3,0.158061116965227,1898,2.39999,0.15802,1897.99998,0.60001,4.11169652265175E-05,1.99999999495049E-05
60.90980451,-159.8561831,47,0.375759513911097,12508,43.23996,0.37573,12508,3.76004,2.95139110969012E-05,0
58.62403337,-156.2140589,1,0.0816993464052287,1224,0.80001,0.08171,1223.99999,0.19999,1.0653594771301E-05,1.00000008842471E-05
61.16666,-149.9,13,0.543933054393305,2390,10.40004,0.54392,2389.99998,2.59996,1.30543933054561E-05,1.99999999495049E-05
60.3886,-162.8905196,10,0.773993808049536,1292,9.20001,0.77402,1291.99999,0.799989999999999,2.61919504643826E-05,9.99999997475243E-06
63.67264044,-150.0076108,2,0.111111111111111,1800,1.83999,0.11114,1800,0.16001,2.88888888888977E-05,0
59.79603738,-158.2381942,13,0.585849481748535,2219,10.39998,0.58584,2219.00001,2.60002,9.48174853532269E-06,1.00000002021261E-05
64.80726247,-146.5692662,166,0.501419682232828,33106,152.72,0.50145,33106.00002,13.28,3.03177671721055E-05,1.99999994947575E-05
59.09893571,-135.4679843,1,0.126582278481013,790,0.92002,0.12661,790.00003,0.0799800000000001,2.77215189873892E-05,2.99999996968836E-05
58.45031811,-134.200436,29,0.24643099932019,11768,26.68002,0.24644,11767.99998,2.31998,9.00067980968977E-06,1.99999994947575E-05
60.24429722,-151.5388884,126,0.563128491620112,22375,100.79998,0.56311,22375.00005,25.20002,1.84916201116936E-05,4.99999987368938E-05
55.57445008,-130.975561,27,0.529307978827681,5101,24.83997,0.52926,5101.00004,2.16003,4.79788276809279E-05,3.99999998990097E-05
57.65529415,-153.7493579,12,0.207828195358504,5774,9.60001,0.20778,5774.00003,2.39999,4.81953585036166E-05,2.99999992421363E-05
62.1542916,-163.3967883,15,0.314531348291046,4769,13.79997,0.3145,4769.00004,1.20003,3.13482910462848E-05,3.9999998989515E-05
64.90320724,-164.0353804,7,0.100488084984209,6966,6.43997,0.10049,6966.00001,0.56003,1.91501579099862E-06,9.99999883788405E-06
69.31479216,-153.4836093,17,0.321239606953893,5292,15.64002,0.32122,5292.00003,1.35998,1.96069538925814E-05,2.99999983326416E-05
67.04919196,-159.7503946,21,0.368421052631579,5700,19.31998,0.36839,5699.99996,1.68002,3.10526315789317E-05,3.99999998990097E-05
57.13978948,-132.9540995,7,0.760043431053203,921,6.43996,0.76006,920.99995,0.56004,1.65689467969132E-05,4.9999999987449E-05
55.76261984,-133.0511621,10,0.553097345132743,1808,5.06002,0.34097,1292.00004,4.93998,0.212127345132743,515.99996
57.24124555,-135.3206587,10,0.289435600578871,3455,9.20003,0.28943,3455,0.79997,5.60057887116772E-06,0
63.87692095,-143.2127643,21,0.858544562551104,2446,19.32003,0.85856,2446,1.67997,1.5437448896094E-05,0
56.3202004,-132.0583731,1,0.128865979381443,776.000000000001,5.05996,0.34102,1291.99998,4.05996,0.212154020618557,515.99998
59.8909808,-140.3601451,5,0.522466039707419,957,4.59997,0.52243,957.00001,0.40003,3.60397074190555E-05,9.99999997475243E-06
65.50815459,-151.3907387,12,0.703399765533411,1706,11.04001,0.7034,1706.00002,0.95999,2.34466588588944E-07,1.99999999495049E-05
-14.271,-170.132,34,0.411323493830148,8266,39.09996,0.41127,8265.99996,5.09996,5.34938301475774E-05,4.00000008085044E-05
32.93166885,-109.8882178,187,1.34117478304526,13943,76.84001,1.39797,8311.99995,110.15999,0.0567952169547439,5631.00005
33.21498827,-109.2405279,39,1.45468108914584,2681,76.15999,1.31142,8762.33338,37.15999,0.143261089145841,6081.33338
33.72854224,-113.9810029,155,2.62533875338753,5904,105.4,2.6253,5903.99998,49.6,3.87533875336743E-05,2.00000004042522E-05
34.29145151,-91.37277296,93,1.35568513119534,6860,61.70667,1.57372,5019.53336,31.29333,0.218034868804665,1840.46664
33.19153461,-91.7698471,80,1.31860886764464,6067,52.53335,1.62677,4392.13336,27.46665,0.308161132355365,1674.86664
36.3084504,-93.09374925,198,1.78314121037464,11104,65.38459,2.03983,5169.30772,132.61541,0.25668878962536,5934.69228
33.46755808,-92.15980837,57,1.61244695898161,3535,58.74283,1.5364,4746.35719,1.74283,0.076046958981612,1211.35719
33.55598792,-92.49974403,14,1.18845500848896,1178,63.25331,1.53434,5280.46666,49.25331,0.345884991511036,4102.46666
36.3403856,-93.54270261,120,1.674574379012,7166,73.61,1.82815,6163.08332,46.39,0.153575620987999,1002.91668
33.26458973,-91.29539209,63,2.03422667097191,3097,66.35293,1.73608,5118.52941,3.35293,0.298146670971908,2021.52941
34.04613432,-93.17484713,90,1.4292520247737,6297,55.41337,1.65888,4621.93334,34.58663,0.229627975226298,1675.06666
36.36826212,-90.4148172,100,2.01288244766506,4968,81.08232,1.67263,6624.9546,18.91768,0.340252447665056,1656.9546
35.53864922,-92.02640019,142,1.79746835443038,7900,53.34912,1.83972,4516.99995,88.65088,0.04225164556962,3383.00005
33.89723187,-92.18537045,40,1.52439024390244,2624,58.33843,1.4292,5212.23081,18.33843,0.095190243902439,2588.23081
33.21230701,-93.22642793,104,1.58343483556638,6568,75.01538,1.66399,6091.69229,28.98462,0.080555164433618,476.307710000002
35.26205537,-92.70506566,77,1.21278941565601,6349,54.944,1.69723,5113.90003,22.056,0.484440584343991,1235.09997
35.29631396,-90.77185818,100,1.76740897843761,5658,58.42332,1.52894,6295.08331,41.57668,0.23846897843761,637.083309999998
33.97042763,-92.65167437,39,1.91552062868369,2036,57.65715,1.5061,4923.5,18.65715,0.409420628683693,2887.5
33.83011025,-91.25500948,43,1.19179600886918,3608,74.51425,1.62072,5654.92853,31.51425,0.42892399113082,2046.92853
33.59035001,-91.71777921,79,1.44160583941606,5480,60.43073,1.52569,4924.84612,18.56927,0.084084160583942,555.153880000001
35.51202821,-93.89299569,80,1.80790960451977,4425,68.72001,1.51066,6490.2,11.27999,0.297249604519774,2065.2
36.38177105,-91.81729127,99,3.2258064516129,3069,62.6133,2.12462,3873.53332,36.3867,1.1011864516129,804.53332
34.29017991,-92.42320562,65,1.26409957215091,5142,57.30908,1.45855,5051.63638,7.69092,0.194450427849086,90.3636200000001
36.1173546,-90.55832668,189,0.989010989010989,19110,81.77778,1.62509,6808.01266,107.22222,0.636079010989011,12301.98734
33.73325583,-93.66935133,79,1.42342342342342,5550,67.8857,1.94296,4915.71431,11.1143,0.519536576576577,634.285690000002
34.31709259,-92.95396325,157,1.21724298340828,12898,55.99997,1.64579,4627.50002,101.00003,0.42854701659172,8270.49998
34.09007427,-93.9934871,58,1.26859142607174,4572,74.4,1.9499,5366.16666,16.4,0.681308573928259,794.16666
36.09604046,-91.90847954,78,1.69124024284475,4612,57.32925,1.99021,4595.99997,20.67075,0.298969757155247,16.0000299999992
35.59802983,-91.21494602,74,1.03786816269285,7130,65.95999,1.61639,6601.57139,8.04001,0.578521837307153,528.428610000001
35.56759135,-93.46036368,97,1.20377264829983,8058,57.64307,1.64753,5377.30773,39.35693,0.443757351700174,2680.69227
33.24116713,-93.60677071,30,2.02702702702703,1480,73.60001,1.93194,5322.4,43.60001,0.0950870270270272,3842.4
36.04188196,-91.10867198,87,1.37051039697543,6348,68.76502,1.72693,6592.37503,18.23498,0.356419603024575,244.375029999999
34.78498904,-90.78383866,67,2.02661826981246,3306,72,1.60945,5835.2667,5,0.417168269812462,2529.2667
33.95317155,-91.74002806,70,1.29821958456973,5392,54.39999,1.5475,4446.06667,15.60001,0.249280415430267,945.933329999999
33.70375665,-94.23468591,108,2.81837160751566,3832,71.26668,1.99205,4824.66671,36.73332,0.826321607515658,992.666710000001
35.21413234,-93.71951016,86,1.44683714670256,5944,58.63694,1.78068,6075.23079,27.36306,0.333842853297443,131.230789999999
36.01038185,-93.72524943,67,1.40549611915251,4767,78.76921,1.70754,6177.23075,11.76921,0.302043880847493,1410.23075
36.26844485,-92.68451899,94,2.33947237431558,4018,61.72306,2.17796,4538.38463,32.27694,0.16151237431558,520.38463
34.6815935,-91.20540287,38,1.65794066317627,2292,56.43079,1.60872,4522.76927,18.43079,0.0492206631762651,2230.76927
34.53704874,-93.65824478,64,3.65505425471159,1751,58.53665,1.7889,5400.25004,5.46335,1.86615425471159,3649.25004
33.66340119,-93.30632432,46,1.69741697416974,2710,60.57144,1.66597,4829.64282,14.57144,0.0314469741697421,2119.64282
35.91947491,-93.21612969,52,2.58320914058619,2013,73.47693,1.77605,5465.2308,21.47693,0.80715914058619,3452.2308
33.58839816,-92.87795984,121,1.82174043962662,6642,59.41336,1.60505,4811.66666,61.58664,0.216690439626618,1830.33334
34.9459153,-92.94372564,42,1.417004048583,2964,68.53337,1.61315,6100.77775,26.53337,0.196145951417004,3136.77775
34.43268455,-90.84800154,104,1.78173719376392,5837,72.75558,1.64198,5627.83334,31.24442,0.13975719376392,209.16666
34.16250414,-93.65789349,48,1.66840458811262,2877,69.65714,1.91825,5079.64288,21.65714,0.249845411887383,2202.64288
35.57433534,-90.66268713,138,1.41104294478528,9780,71.34771,1.51863,7505.94067,66.65229,0.107587055214724,2274.05933
34.48254879,-94.22728802,160,3.47599391701065,4603,64.77001,1.9023,5923.58332,95.22999,1.57369391701065,1320.58332
34.83624419,-91.55162157,46,1.93439865433137,2378,63.4182,1.5785,5222.81816,17.4182,0.355898654331371,2844.81816
36.3415714,-91.02455531,103,1.63986626333386,6281,76.55,1.74259,6276.50004,26.45,0.102723736666136,4.49995999999919
34.85588887,-94.0632176,48,1.71489817792069,2799,71.53334,1.72225,6444.83333,23.53334,0.00735182207931406,3645.83333
35.9109364,-92.69936482,52,2.0675944333996,2515,62.31711,1.98916,5102.92862,10.31711,0.078434433399603,2587.92862
33.99780401,-94.2424869,84,1.19931467732724,7004,58.36669,2.06589,4518.16666,25.63331,0.866575322672758,2485.83334
36.16258158,-91.47819342,119,2.11517952364024,5626,64.98854,1.76538,6115.64287,54.01146,0.349799523640242,489.642870000001
35.02201976,-90.74828138,105,1.24378109452736,8442,66.91426,1.61993,5377.3571,38.08574,0.376148905472637,3064.6429
35.86251946,-92.15684085,77,2.14186369958275,3595,62.12284,2.00626,5039.57148,14.87716,0.135603699582754,1444.57148
35.58095779,-92.51295036,66,1.55038759689923,4257,60.27271,1.79894,5216.81821,5.72729,0.248552403100775,959.81821
35.18902527,-91.2439489,33,1.46276595744681,2256,65.60003,1.59638,5360.91666,32.60003,0.133614042553191,3104.91666
35.00292371,-93.41171338,117,1.550901378579,7544,60.33452,1.85187,5473.81818,56.66548,0.300968621420997,2070.18182
38.44583082,-120.65696,96,0.851592300186286,11273,82.28002,0.96041,14233.33336,13.71998,0.108817699813714,2960.33336
38.20537103,-120.552913,135,1.42917637095067,9446,72.26668,1.05909,8393.6667,62.73332,0.370086370950667,1052.3333
